Ciezar;Ceny;Pojemnosc
[29 16  3 30 21];[18 17  8 12  1];50
[ 8 45 31 29 16];[ 9  6 17  1 15];99
[42 10 41  6 37];[10 14 17  7  6];57
[10 47 36  3  2];[ 3  6 11  2  6];92
[10 24 21 45 30];[11 12 14 12 12];79
[39 37 39 13  2];[14 11 14  4 14];71
[ 8 21 32 31  5];[ 9  4 13  5 16];64
[35 25  5 12 33];[ 7 19  5  2  9];36
[41 32 33 41 32];[17 15  6 12 15];60
[ 3  4  6 10 26];[ 1 18 13  6  5];90
[ 1  8 28 39  2];[13 10 14  4  5];76
[ 3 27  6 34 41];[12  7 16  5 15];33
[43 47 40 39 28];[15 14  7 14  8];22
[14 31 22 28 29];[ 4  5  3 19  9];84
[ 9 35 28 21 27];[13  6 19 17 16];33
[22 15 22  2 43];[19  6 10  1 13];74
[21 38  9 33 20];[10  8  9  9 16];62
[ 5 27 21 46 22];[11 12 14  4 15];54
[25 19 15 41 25];[ 9 19 19  6 11];50
[42 13 27 24 13];[ 4 13 10 15 17];26
[ 9 33 41 22 21];[ 5 17 12  3 10];26
[15 31 24 10  7];[10  7 17 17  7];33
[17 26 21 15 43];[19  2  1 13  9];68
[22 21 31 45 12];[ 4  3  3 13 12];50
[30 43  6 47 37];[19  1 12  1 16];48
[ 8  5 34 18 46];[16 14 15  1 17];82
[37 16 13 41 10];[ 5 11 11 19  2];15
[32 15 49 41 19];[19  6 16 10  4];84
[30 22 19 33 10];[11 13 19  9  9];46
[27 34 24  3 26];[1 8 9 2 6];68
[ 8 28  1 39 23];[19 15  9 13 15];90
[43  5 44 48 46];[ 9 19  1  1  8];67
[49 17 34 14 16];[19  9 17 19 17];31
[13 31  3 44 49];[ 1 14  1 15 10];48
[ 9  3 24 33 40];[15  2 11  8 11];61
[35 38 43 11 11];[ 4  5  7  7 19];37
[42 15 15  6 43];[ 3  9  2  3 10];34
[24  6 28 24 23];[12  7 13 11 17];55
[22 39 16 20 25];[ 5  6  9  8 12];65
[29 21 21 13 33];[ 9 19 10 16  1];82
[ 7  4 22 15 13];[ 6  8 17  9  2];38
[33 32 11  1 13];[ 8 14 12 17  5];29
[ 6 14 19 15 46];[17 19 17 10  4];24
[29 46 25 37 33];[10  2  5  8  4];66
[48 40 27 25  9];[13  8  1  3 14];35
[49  8 47 19 18];[ 9  4 11 16  5];65
[ 7  8 44 49 25];[12  5 19 13 18];90
[ 6 33 41  4  9];[14  8  7  3  9];19
[16 34 45 27 13];[ 8  2 15 17  5];60
[45 22 38 45 48];[10 12 12 13 16];23
[ 5 30 16 39 39];[11 13  5 10 13];67
[17  4  5  2 17];[13  1 12 18 19];97
[34 49 39  5  2];[ 2  1 10 16  4];80
[48 18 31 43 23];[ 4  8 15  5  3];28
[22 23 16 43  7];[15  1  7 13 14];46
[12 41 13 47 21];[18  3  6  9 14];89
[47 45 34 44 49];[10 14 12 13  1];35
[45 49 19 22 35];[ 6 10 11 11 13];44
[25 35 36 38 12];[ 8 11 12 11  1];97
[ 6 33  9 15 28];[ 4  7 12 12 10];20
[ 7 12 25 31  2];[11  1 11 10  9];52
[ 7 12 37 28 45];[15  3  9 15 13];74
[ 4 34 39 49 12];[16 18 17 18 18];83
[38 49 12 26  1];[18 19 10  8  2];43
[29  2  8  9 15];[12 11  8 15 10];91
[ 2 40 43 37 40];[18 13 18  9 18];88
[20  7 15 24 18];[ 4 18  3  7  2];60
[12 41 33 49  3];[15 13  4  6  7];61
[ 2 13 25 24 39];[ 4 18 17 16 11];68
[ 7 46 48 32  5];[11 10 14  3 11];40
[30  9 41  5 42];[ 7  8 15 13  4];37
[14 33  6 19  4];[ 7  9  8 15 13];95
[ 4 36 17 23 46];[ 4  6 13 12 15];74
[31 44 36 44  4];[ 9  6 15 18  1];44
[49 27 28  7 32];[15  2  2  1  8];36
[ 2 17 19 46 10];[11 18 11  4  9];96
[28 49 22 47 11];[ 7 16 18  8 15];96
[30 23  4 41 21];[14  3 11 15  4];72
[ 7 20 47  6 33];[10 15 19 11  1];82
[22 36 43 25 43];[ 9  7  9 19  6];75
[ 7  6 34 31 41];[19  2  7 12  9];37
[20 33 29  3 49];[17 15 14  2 14];63
[ 6  2 12 46 43];[16 15  5  6 14];52
[31 32 44 34 48];[ 1 17 11  5  3];39
[28 10 27 47 29];[ 2  6  7 10  2];19
[37 32 28  8 37];[ 5 17 17 11  1];63
[27 49 29 13 41];[12  8  8  8 14];20
[31 42 41 47  7];[ 1  8  3  7 18];68
[49 43 49  4 14];[13 13 14  4  3];29
[49  2 49 39 39];[10  1 18 17  1];33
[20  5 37 29 16];[11  7 18  2  3];57
[30 35  4 14 16];[ 9 14  5  3 11];68
[24 18 34 46 42];[12  3 13 14  6];81
[25 48 19 20 13];[16  1 10  2 15];34
[37 43 17 34 48];[12 14  3  7  3];63
[26 42 13 19 49];[ 2 17  1  9  3];61
[26 31 28  3 42];[ 3 13 13 11 18];78
[11  3 26 37 30];[11  4 11 16 19];15
[46 36  9 33 30];[ 7 19 11 11  4];21
[20 38  9  1  7];[ 3 16 17  5 14];50
[10  8 18 28 39];[19 11  2  9  5];95
[38 22 24 34 36];[13  8 14 13 10];52
[40 42 25  7 36];[10 10  9 11 11];71
[11 28  7  5 34];[ 5 19  6 10 19];17
[12 23 23 41 36];[ 8  7  5  2 17];19
[ 9 37  9  7 49];[13  1  1 18  6];35
[43 20 43 41 16];[ 9  7 13 16 19];41
[25 43 48 29 22];[ 9  4 17 11  8];21
[45 43 45 37 11];[ 2 15  8  6 13];17
[19 37 21 42 40];[15  2 13  5  5];96
[ 4 22 43 32 10];[14 13  8 13  7];27
[46 26 24 12 31];[11 10 15  9 10];78
[41 32 39 29 23];[18 14  5  1 11];38
[40 37 22 29  8];[15  2  8  2 11];28
[ 9 16 21 42 46];[ 5 16 11  4  9];79
[12  1 15  9 16];[10 15  6  8 13];46
[15 11 27 43  9];[11 19  6  3  5];87
[49 12  4 49 35];[13  5 19  2 15];54
[ 2 33 38 18  5];[10 13  2 13  6];51
[42  8 26 42 22];[17  3  9 12 19];24
[35 33 17 34 30];[15  4 19  9  1];24
[ 9 24 13  2 35];[ 8 11  6 17  8];98
[32 48  4 35  8];[12  9 13 19 13];75
[37  7 13 23 13];[17 19 16  6  7];53
[16  8 29 25 16];[ 2 13 17 17 14];60
[44 39 44 39  9];[ 6  1  7 14  1];61
[18 43 49  3 41];[ 3  8 11  3 15];16
[30 41  2 30 20];[14  8  5  7  4];85
[42 21 44 25 34];[ 9  2 16 19 16];84
[ 2  1 31 24 18];[14  4  5 14 19];46
[21 34 33 34 11];[ 8 13 13  1 11];65
[45 20 30 18 41];[10 14  3 19 17];95
[ 4 38 45 43 28];[18 10  6  2  3];95
[10 12 18 37 31];[14 17 12 11  1];45
[34 23 39 33 29];[ 6 11  5 12 14];44
[ 8 16 29 18 45];[12 11  6 18  1];16
[33 32  9 11  9];[ 5 17  3 13 12];62
[11 34 21 46 20];[14 15  9 18 17];79
[42 28 42 37 24];[ 1  6  9 19 16];36
[14 16  9 41 30];[ 3 13 16  4  8];49
[29 16 36  8  2];[ 7 10 11 13 10];87
[43 35 44  9  4];[15  6  6  7  9];77
[21 18 47 43 29];[ 2 19  8  8 12];30
[19 20 40  6 11];[ 1  6  7 10  7];22
[13 49 48  5 18];[15 11  7 12  2];94
[35 20 40 20 47];[ 1 13  8 13 11];20
[45 16 30 34 17];[15  6 18  7 19];15
[33  5 49 44  4];[ 2 16 11  7  1];78
[30 17 20 11 11];[ 3 18  4  1 19];94
[25 46 43 49 23];[4 2 5 6 2];60
[40 36 48 35 33];[ 5  2  8 12 16];58
[12 25 36 44 20];[ 7 18  9  3  6];56
[43 35  9 49 44];[ 2 14 15 14  2];43
[42  3 24 33  6];[ 9 14 14 15 12];42
[14 22 43 36  7];[ 4  6  8  7 19];86
[26  5 27  6  4];[ 6 13 14  4  9];99
[29 49 32 26 49];[ 6 18  1 16  4];36
[38 14 30 14 41];[ 6  7  8 13  4];82
[20 46 26 37 38];[18  5 18 13  5];48
[14  9 45 49 29];[17 19  7 16 13];78
[43 40 46 37 38];[ 4 17  1 14  7];28
[46 12  5 16 14];[ 4  4 13 11  2];26
[41 35 32 47  4];[18  1 16  1 13];91
[45 49  2 39  6];[11  5  8 18  8];70
[41 39 43 43 10];[ 2 16  8 16  7];92
[ 3  3 46 40 29];[13 17  1 13  4];52
[33  7 16 16 38];[ 5  5  7 13 19];29
[25  7 44 38 22];[11 13 19 17 11];90
[10  4 18 14 34];[ 7  8  3 15 18];53
[26 43 33 34 45];[ 8 18  4  3  5];25
[13 24 30 42  1];[13 18 11 14  2];95
[45 33 30  6 48];[ 1 14 18 15 11];56
[48  2 11 21 11];[16 17  3  4  5];81
[12  8 42 47 24];[10  1 19 15  4];74
[ 3  1 45 39  4];[ 3 19 14 16  2];62
[40  9 30 33 36];[ 5 13 19 19 11];43
[24 22 31  6 15];[2 4 8 8 8];20
[35 17  9  3 37];[ 2 16 11 12  7];27
[ 3 22  7  7 40];[ 3 18  1 16 11];91
[36  7 37 28 33];[ 7 19  6 11  3];39
[35  6 42 10 43];[18 14 13  1  9];32
[ 7 13 35 17 49];[ 9  8 15  3 14];70
[49 29 27 30 34];[10 10 13 10 15];20
[22 49 42 22  5];[ 7 12 10 17  8];52
[31  8 49 21 49];[14 11  7 16 15];92
[49 37 14 33 14];[18 12 16  9 16];25
[ 9 15 20  6 44];[14 15  1 14  2];53
[23  7  5 12 15];[ 4 12 14  9  5];24
[30 36 18 22 40];[ 4  4  8  6 15];24
[35  8 18 47 25];[17  1 19 10 11];81
[21 31 14 48 19];[ 2  5  3  3 13];43
[23 15  1 23 26];[ 5 18 13 13  6];79
[41 15 22 16 17];[19  8 14 18  1];54
[ 4 38 19 42 35];[ 8 16 18  3  4];69
[47 28 25 13 10];[5 7 2 6 7];82
[24 23 23 15 37];[16  3 15  2  6];59
[25 25 20 10  5];[ 2 14 16  1  6];97
[17 12 48 34 44];[12 17 11  5  5];19
[28 19 47 36 29];[ 1 16 13 11  3];91
[19 20 10 48 13];[19  2  9  6  2];25
[31  1  3 49 12];[14 15  4 12  4];21
[15  3  4 34 15];[11  9  8  6 15];51
[20 21 42 46 49];[ 4 15 14  9  3];96
[45  3 21 25  9];[13  8  7  6 19];35
[25 23 17 41  9];[12 18 12  3 11];37
[45 39 25 46 27];[15  3  2  6 16];90
[16 44 36 45 22];[19 19  8  1  8];74
[27 43 43 11  8];[ 1  7  6 19 18];58
[ 1 19 14 46 39];[16 15  9 16 10];74
[ 2 31  2 23 24];[12 10  4 14  4];81
[12  5 46 26 17];[11 17 14 18 12];61
[12  8 42  8 13];[ 5 17 13 19 18];79
[49 12 35 12 34];[ 5  1 19 16  1];70
[11 14 40 40 20];[18 15 13 16 17];35
[41 39 20 22 30];[ 8 15  7  2 19];37
[24 29 23 19 35];[ 5  3 18 15 14];30
[ 7 47  4 27 26];[ 1 12  9  3  2];98
[10 37 45 41 28];[11 15 17 15  3];23
[33 23 29 11 41];[ 2 19 12 18 19];27
[27 24  5  9 37];[ 4  4  7 16 16];90
[25 10 36 38 12];[10  9  6 17 13];46
[43  9  3  4 30];[17 11 12  7 13];29
[19  9 23 27  6];[17  4  9 12 11];65
[24 32 32 48 37];[17  9 19 15  7];27
[26 28 38  2  2];[ 6 12 13 17 15];21
[29  4 38 26 33];[ 1 13  9 17  1];49
[12  1  9 19 24];[17 17  6  6 14];32
[37 29  1 35 24];[ 4 13 18 10 18];17
[18 19 30  7 36];[ 1 13 11  8 13];26
[32 44 31 26  2];[ 1 15 14 18  9];74
[15 37 34 13 35];[ 2 14 19  2 15];66
[ 8 14  2  1 37];[ 7 10 14 10 14];28
[27 44 35 48  3];[12  3 14 16 11];53
[46 39  3 35 21];[ 8 11 10  8 15];73
[38 33 30 27 22];[10  5 17 15  5];39
[35 35 40  2  1];[17 15  3 17  8];48
[24  4 32 29 11];[12  1 17  8 18];89
[27 45 25 21 43];[16  2 10 10 18];77
[13  7 46 32  5];[ 2  6  1 19  1];31
[25 18 10  7 47];[18  7  2  7 19];57
[15 40  9 42 42];[11  4 14  9  5];94
[19 19 18  4 33];[18  7 10 13  6];49
[ 5 12 14 15 47];[ 5  8  3 13  8];90
[36 26 27 40  7];[ 7  5  3 17 14];34
[17 14 42 33 22];[ 8 18  5  8  9];36
[13 15 45 32 25];[10  5 19  5  1];58
[35 25 19 47  5];[ 7 12  8 19  7];17
[43 20 28  7 22];[19  3 10 17  3];93
[10 13 16 25  9];[18 12 14 17 14];29
[ 2 43  7 26 38];[16  4  4  7 19];97
[47 35 27  6 44];[16 16 18  2  5];29
[46  6  7 14 32];[ 8  3 16  1 19];69
[35 41 28 20 36];[ 5 10 13  2 13];29
[26  4 14 20 15];[18  7  6  3  6];34
[19 41 31 14 34];[ 1 13 16  4 16];77
[31 43 20 42 17];[16 14  5 15 14];26
[41 36  2 44  8];[ 8  1  4  2 14];41
[30  8 24 44 27];[15 12  3 16  7];25
[46 28 26 32 32];[18 16  4  9  4];64
[ 2 17 11 35 25];[15 15  8 11 17];29
[36 18 28 12 19];[ 4  8 18 12 10];70
[ 9 46  8 11 15];[13 15 10 14  5];30
[19 13 38 28 36];[ 4 15 15  3  2];97
[11 46 16 20 34];[11 19 18 12  4];83
[ 6 14 17 20  4];[13  8  4  1 19];78
[30 33 10 31 38];[ 7  1 18  1 19];52
[37 20 19 24  5];[18 10 16 11 17];17
[47 29 22  1 31];[ 5  4 13 13  2];66
[16 38 37 38 20];[4 5 9 8 5];82
[20 48 17 39 43];[13  1 10  5  3];80
[ 3  8 25  3 42];[ 7  6  6  5 14];18
[21  6  6 20  3];[ 2 11  6 18  3];42
[21 44 38 11  6];[16 17  7 13  7];60
[42 30 16  2  7];[ 5  4  7  8 17];57
[ 9 10 47 48  8];[11 11  7 16  2];99
[14 38 20 44 47];[13  8  2 11  2];18
[38 23 46 10 13];[14  5 17 13 16];89
[ 8 46 45 48 18];[ 2 18 10 17  6];93
[22 23 37 35 14];[17 12  3 17 10];59
[14  4 20 11 12];[14 14  9  6  4];74
[20  7 36  7 49];[14 12  5 18  2];16
[37  1 40 40 12];[ 5  2 11 18  8];66
[41 46 20 35 16];[10 12  5  6  6];86
[18 40  7 34 23];[16 14  9 19  6];19
[ 1 30 20 32 37];[ 8 18 17  4 17];27
[33  1 39 14 38];[ 7 14  5 14  6];92
[ 4 22 25 21 28];[17 14  2 19 15];55
[48 47 31  1 44];[ 7  2  6  7 17];39
[10  8  8 35 15];[10  2 13  1 10];49
[11 12 13  4 35];[ 1 12  8 10  9];44
[48 21 32 49  4];[ 8 15 19  8 10];83
[32 45 35 49 17];[18 10 10  7  2];96
[20 14  3 40 28];[12  1  7 15  6];16
[30 40 26  4 19];[10  7  2  3 12];88
[19 15 23 23 36];[ 5 18  3 13  8];84
[29  5 21  2 29];[18 15  6 15  3];71
[25  7 19 15 15];[13 13 18 10  3];37
[49 47 37 48 47];[ 2 14  1  9  5];30
[20  1 45 39 16];[19 19 12 19  5];95
[16  7 45 14  3];[ 1 19 17 18  6];45
[18 22 30  8  9];[ 7  8 18  6  3];58
[42 25 38 36 17];[ 8 14 15  8 13];73
[37 27 25 16  6];[ 9  8  4 14  6];86
[20 21 22 30 18];[14 15 11  7  7];78
[24 40  6  7 28];[14 16 12  4  9];60
[40 26  9  7 10];[ 4 15  1 12 18];82
[48 28 33 15 15];[ 3 15  1 15 12];88
[40 47 25 12 21];[15 10  4 18 18];60
[48 26  8 10  7];[18  6  9  4 15];15
[16 37 36  7 28];[ 7  8  9 11  5];21
[13 31 37 45 24];[ 1  6  3  6 12];33
[ 7 44  2 19  1];[ 7  7  4  9 12];93
[ 6 34  1 36 43];[ 1 19  4  6 18];87
[29 20 12  2 10];[ 9 19 15 15  5];26
[ 6 39  1  4 42];[ 9  6 15 17 10];60
[39  8 47  3 10];[10 14  6 18  7];57
[34 26 22 22 12];[ 5 17 13 17  8];60
[23 34 12 34 34];[ 9  3 11  1 12];85
[38 12 13  3 23];[19  2 19  6  5];34
[49  7 24 37 46];[16 18 13 12 13];61
[13 10  4 22 31];[ 4 14 14  1  6];38
[17 39 26 36 26];[12  8 11  5  9];28
[46  9 25 44 41];[ 2  2 14  1  2];22
[30  8  2 16  1];[7 3 8 5 4];51
[ 8 40 43  6 21];[ 8  4  6  1 13];74
[33 29 36 29 40];[ 1 10 13 16  4];44
[48 39 32 48 10];[4 1 8 8 1];66
[43 34 48 10 39];[12  8  1 18  5];66
[13 12 18  7  4];[10  5 11  7 18];59
[ 2 16  4 32 25];[ 4 19  1 19  2];19
[11 38 26 19  6];[11 16  6 19  5];21
[ 7 36  7 36 19];[12  7 16 12  4];43
[34 40 23 33 46];[19 19  2  6  1];36
[ 7 20 34 49 38];[ 7 11  6  1 17];59
[ 3 47 16 42 40];[11 18  3  3 10];91
[28 15 49  3 44];[12 16  7  1 10];38
[20 33 14 28  8];[19  8  2 19 11];32
[47 44 45 47  8];[ 2  6  6 13 19];15
[27  2 10 26 25];[12  2  9  3 13];86
[ 3 26 49 37 14];[10 11 12 12 13];98
[42 39 10 21 10];[ 4  3  1 11  6];41
[37 18 20  9 47];[ 1  8 13  5  9];90
[14 35 20 47  5];[ 6  2  3  1 10];90
[ 2  7 35  8 28];[17 11  9  1 12];30
[11 32 33 32 31];[ 7 14  9 13  8];31
[ 4 48 23  5 13];[16 19 19 14 10];82
[25 24 39 14 22];[ 1  6  4  5 16];62
[24 13 30 10 43];[ 8 19  4 15 10];70
[44 16 29  8 38];[ 6 10  1 10  8];45
[ 2 25 26 44  3];[ 5 12  2 15 14];95
[ 5  1 14 11 26];[ 3 12 12 15  6];43
[23 38 21 40  2];[17  6  5 19 12];25
[47 10 23 40 47];[12 19 11 13 16];16
[13 31  6 20 26];[ 6 11  9  7  9];76
[41 44 47 19 44];[ 7 10  3 19 12];44
[15 31 32 43 41];[ 1  4 14 19 15];63
[18 35 35 12 24];[11  2  3  2  7];36
[48 20 43 37 47];[10  7  9 12 19];71
[27 20  8 24  1];[ 9  6  7  8 17];48
[32  4 25  9 17];[17 12 18 14 10];55
[19 45  3  8 31];[13 11 18 15  8];85
[42 29 20 44 23];[15  3  9  4  8];98
[33 27 12 24 41];[ 2  3 19  5 15];88
[48 39 14 39 14];[15  9 12 11 10];39
[31 42 19 11 33];[10  2  1 15 14];15
[41 28 42 36  9];[18 19 13  7 19];90
[21 12 41 33 23];[12  9 19 13 16];23
[47 25 39 39 37];[13  5 14  2 13];66
[43 31 23 17 42];[ 6  5  1 19  5];73
[ 8 35 47 19 28];[4 3 6 6 1];24
[ 4 28 11 38 16];[10  7 11 10  4];43
[35 46 18 48 28];[10  8 19 17 11];66
[39 28 31 30 10];[ 6  8  4 18 13];33
[49 18 22 42 21];[ 5  6  7  7 19];83
[34 44 48 44 42];[10  9 14 11 10];74
[23  4 12 23 13];[16  6  9  3  3];48
[26 17 31  5 37];[19 11 14 19  7];81
[13 40 19 34  8];[ 1 19 17  3  7];46
[44 34 44 16 44];[ 3 14  9  4 11];79
[20  9 25 25 17];[ 8 12 18  1 13];72
[ 8 33 19 43 23];[ 1  7 17 17 16];21
[22 34 34  4 34];[ 7 18  5 14  1];90
[15 49 31 12 42];[ 4  5  5 12 14];37
[16  3 45 46 38];[ 3 17 14 12  6];89
[37  9  8 14 42];[16 13  3  6 13];46
[39 36 13 26 33];[17  8 18  3 14];90
[31 20 11 27 18];[18 19  5  3  9];88
[47 44 27 49 18];[ 2  2  1  2 11];21
[38 44  6 43  9];[18  7 11  2  7];57
[ 2 30 25 26 29];[ 4 19 19 11  2];70
[ 2  4 48 29 25];[16  5  9  6 19];26
[14 30  1 40  6];[11 18  1 15  1];20
[48 17 16 37 11];[18 13 12 19  7];44
[31  1 20 20 40];[17  8  5  1 15];38
[21 14 48 39 43];[ 6  4  3 13  4];26
[27 41 39 28 42];[17  1  9 18  5];35
[23 43 24 46 37];[14  4 16 16  8];80
[35 31 33  8 13];[19 12 16 11  9];80
[ 2 47 34  1 38];[13  4 19 19 18];47
[41  1  7  6  3];[14 11  7  4 14];56
[44 26 27 33 39];[5 8 8 2 8];67
[41 20 10 40  2];[1 7 3 1 5];51
[15 17 41 17  4];[11  2  5  2  3];15
[42 16 25 11 43];[ 6  8  8  3 10];84
[ 6 38 19  1 11];[ 8 10 17  7  6];18
[41 34 47 25 23];[13 18  8 17 11];27
[42 26 22  8  8];[1 7 9 4 3];16
[ 7  3 31 39 34];[ 7  7 16 15  2];37
[15 11 18 16 40];[ 3  3 14  7 12];75
[41 17 40 29 35];[ 5 17 19 12 10];53
[20 37 12 47 43];[ 9 14  4 17 17];98
[23 34 49 11 10];[ 7  8 18 16 12];65
[ 9 36 32  5  3];[ 3 15  7 12  4];97
[46 46 24 36 21];[1 7 8 8 2];55
[36 11 20 23  7];[19 14 11  6  3];73
[36 42 24 33 42];[11  6 12 12  4];41
[30 26 40 37 44];[ 4 13  3 16 10];53
[14 14 22 39 25];[ 6 14 10 17 11];92
[26 13 49 16 36];[ 8 12  9  6 14];51
[14 45 27  6 48];[17 10 11 14 16];38
[42 19 43 43 38];[12 12 10  6 12];61
[19  2 22 36 35];[11 16 10 18  3];41
[28 17  7 26 31];[ 3  5 17 18 11];88
[17  5 21 38  1];[10 12 19 16 15];76
[ 3 26  9 14 25];[ 4 11  2 13 10];23
[ 3 25  4  5  7];[ 9  4 15  1  2];27
[ 3  7  6 24 49];[15 11 14 13  9];90
[24 38 14 19 45];[14 16  8 16  8];82
[40 28  2 28 19];[16 15  1  9 19];22
[25  1 48 21 32];[ 7 18  4 13  3];82
[45 11 26 10 20];[ 7 18  7  8  2];39
[28 14  1 23 23];[11 10  4 16  2];71
[35 39 43  9 34];[ 5 19  3  2  2];87
[25 49  6  3 22];[14  3  6 15 13];81
[35  7 27 33  1];[19  8 17  6  9];18
[38 15 22 15 27];[ 6  5 14 19 12];66
[23 35 10 10 10];[10 13  9 10  3];61
[ 8 41 20 48 19];[11  9 13  2  9];28
[ 1 27 31 16 36];[11  2  7 19  5];64
[41 21 11 13 38];[18  3  9 16 14];34
[33 40 21  2 45];[11 19 17  7 12];96
[16 38 18 13  6];[18 12  4  9  3];53
[12 21  4 32 34];[14 10 13  5  3];85
[ 7 18 48 34 11];[16 13 15 13 15];66
[ 3 48  4 24 24];[ 3 16  9 13  5];53
[12 46  7 30 40];[ 2  9  4  2 18];99
[12 26 19  8 11];[18 12 13  2  4];83
[28 42 29 12 29];[14  6 13 10 18];79
[ 6 47 36 44  6];[ 5  4  6 18  2];75
[38 15 36 22  4];[15  7  1  9  4];91
[ 1 36 23 34 43];[10  2 11 18 19];71
[ 8 21 26  7 42];[ 2 16  7  1 10];69
[40  7  9 12 15];[11 13  1  2  4];33
[23 40 17 25 41];[12  7  2 16 15];35
[ 6 44 13 33 26];[16 12  7 18  9];59
[11  7 37 21  6];[ 9 19 13 15  6];53
[11 36 13 17 15];[ 9 14 12  6 11];82
[35 48 25 32 41];[ 7  2 11  8  3];72
[12 17 29  8 28];[ 9 14 12 16 18];78
[42 13 15 13 45];[ 1  8 18 10  2];63
[ 6 42 42 43 44];[18 10  2  5 19];57
[ 5 30 49 46 40];[ 4 15 12  4  7];29
[ 4 41 39 22 27];[12 18  1  3 10];86
[ 9  4 28 29 26];[ 4 16 10  6  6];40
[11 35 33 26 14];[15  5  5  5  1];85
[15 43  2 37 29];[ 2 12 16 12 16];78
[ 9  8 20  5 14];[13  4 11 16 13];82
[ 2 17 13 35  6];[13 19 12 16 12];23
[24  4 36 42 37];[13  3 17  7 18];61
[47 33  7 30 16];[ 4 15 18 17  2];17
[43 45 39 15 33];[11 19 11  2 13];16
[29 17 19  5 20];[ 9  6 10  3 14];65
[26 35  8 16 27];[17 12  3 16 12];88
[42 23 40 23 34];[17 16  4 12  5];90
[ 5 42 26 24  7];[ 8 18 10  4  2];50
[26 20 43 28 27];[12  9 15  8 16];86
[49 12 47 37  3];[ 1  8  9 12 17];79
[25 35  5 16 22];[ 3 11  3  8  7];92
[22  7 38 36  5];[10 11  3 17 10];30
[12 22 41 25  1];[17 15 11 16 19];92
[ 8 13 40  1 15];[2 1 6 5 2];59
[40 20 37  8 35];[ 5 14  9 13 15];61
[ 3 22  8 45 12];[14  7 10 13 15];57
[21 37 45 10 35];[ 5  8 11 16  7];22
[ 7 13  7 31 38];[ 9 19 12  4 10];78
[18 39 43 49  1];[ 2 19  6 15  9];54
[21 49 49 41 40];[13  4 19  5 15];37
[37  2 18 29 24];[19 18  7 11  1];75
[23 37 24  7 32];[13 11 18  4 12];48
[48 38 22 22 40];[17 12  6 16 15];26
[ 9 42 18 36 42];[ 7  9 10 10 17];62
[24 39 14  1 39];[18 11  8  6  9];23
[29 11 21  2 44];[14  4  5 16  4];63
[18  9 44  1 10];[16  9 13 13  4];62
[ 6 25  5 34 34];[19  5  7  3  3];63
[43 48 29 39 10];[13 12 19 19  3];87
[34 49 23 21 47];[17  2  3 17  5];92
[15 22  3 47 41];[8 3 4 5 8];68
[ 8 28  1 24 15];[ 3 15 14  1  7];77
[ 7 22 31 10 43];[18 10 18 10 12];60
[36 20 31  1 44];[12  7 17 18 11];93
[ 4  7 18 18 19];[ 8 17 15 11  2];58
[45 36 20 46 21];[ 2  5  7  9 10];24
[33  3 30 46 36];[16  2 10 13 11];20
[ 6 23 49 11 27];[17 11 13  3  1];24
[36 49 18 37 37];[ 1  9 17 18  1];99
[41 40 25  9 33];[ 9  3 12 14  6];94
[14 22 44 20  6];[ 2 14 19 18  9];40
[25  4 42 48 36];[14 11 10  1  6];27
[26 39 18 25 21];[10  5 14  5 10];22
[ 1 21 42 19 46];[12  9 13 18 19];29
[49 20  4  2 48];[ 6  4 16 13 12];38
[ 4 19 39 47 28];[ 6 12  3 10 13];24
[13 26  5 31 36];[14  7 15 15 19];77
[11 32 31 41 12];[ 1 15 18 15  4];22
[31  6 47 16 21];[ 2 16 13 14 10];16
[29 29 40 14 47];[ 4  5  9  1 11];50
[34 35 12  2 21];[18 16 17 16 11];26
[14 26 38 47 17];[17 16 18  4 15];86
[48  6 25 31 32];[ 5 10  5 18  7];37
[25  1  2 37 26];[14  8  9 15 16];89
[48 38 46 13  6];[11  2  7  5 10];95
[ 7 48 14 17 15];[14 14 11  7  6];89
[16 26 18 12 44];[ 3  2 10  7  4];46
[39 13 47 46  1];[ 9 18  3 12  7];23
[11  8 40 30 31];[11 10 16 14 10];57
[39  2 47  7 25];[ 2  4  2 13 19];91
[ 9 45 40 22 29];[15  9  2 10 14];21
[45 13 18 20 35];[13  6 13 13  1];55
[44 36 48  7 42];[ 9 11  8 18 15];98
[ 6 27 28 38 43];[ 9  9  1 13 12];32
[21 22  4 35 49];[ 8  2 12  6  4];22
[39 30 47 28  3];[ 7  8 17 19 14];36
[19 12 36 28 17];[14  4 19 15  8];69
[39  5 29 12  7];[ 7  6  7 12 11];53
[42 28  7  3 20];[ 3  5 18  9 14];93
[13 41 31 49 10];[11  3  7 11 19];61
[44  9  3 38 33];[13  5  5  9 19];71
[44  6 40  8 30];[15  6  8 12  6];86
[29 41  5 28 16];[ 1 10 11 18 11];72
[20 21 19 23  6];[ 9 17 16  2 16];15
[ 4  9 21  4 46];[17 16 13 15 15];71
[31 24 27 18 18];[ 3  9 12 15  4];74
[24 17 27 31 43];[ 7 15  3 16  9];60
[ 2 10 39  7 13];[5 7 3 6 3];49
[47  6 24 35 16];[ 8 16  4  3 16];52
[40 37  6 29 26];[14  9  5 18  4];20
[34 39 31 10 46];[14 13  5  9  8];96
[48 19  7 39 15];[14  5  4 13 19];38
[33  7  6 35 44];[19 18  6  7 19];96
[28  9 35  3 17];[17  8  9  8  9];85
[42 30 24 32 22];[13  6 16  7  1];60
